Skill,Word
Basics,נשים
Basics,אנחנו
Basics,ילדים
Basics,רואים
Basics,רואות
Basics,הם
Basics,הן
Basics,אתן
Basics,אתם
There is,יש
There is,אין
There is,ואין
There is,לך
There is,לך
There is,לי
There is,לה
There is,לזה
There is,לו
There is,להם
There is,לכם
There is,לנו
There is,לילד
There is,לכן
There is,לגברים
There is,להן
There is,ליונה
Food 1,צלחת
Food 1,דג
Food 1,קפה
Food 1,ביצה
Food 1,ארוחתצהריים
Food 1,ארוחתבוקר
Food 1,פרי
Food 1,פסטה
Food 1,סוכר
Food 1,בירה
Food 1,תות
Food 1,גבינה
Food 1,בשר
Food 1,עגבניה
Food 1,מרק
Food 1,שמן
Food 1,לימון
Food 1,בננה
Food 1,ארוחתערב
Food 1,כריך
Food 1,מלח
Food 1,רעב
Food 1,בקר
Food 1,בקבוק
Food 1,סלט
Food 1,חמאה
Food 1,פטרייה
Food 1,פיצה
Food 1,אננס
Food 1,שוקולד
Food 1,זית
Animals,חתול
Animals,סוס
Animals,ציפור
Animals,פיל
Animals,ברווז
Animals,צב
Animals,חמור
Animals,סרטן
Animals,עכביש
Animals,חיה
Animals,דוב
Animals,עכבר
Animals,גמל
Animals,אריה
Animals,נשר
Animals,חיות
Animals,זבוב
Animals,חרק
Animals,ארנב
Animals,נובח
Animals,נחש
Animals,קוף
Animals,זנב
Animals,דבורה
Animals,חייתמחמד
Animals,ינשוף
Animals,פרה
Animals,תרנגול
Animals,תרנגולת
Animals,חזיר
Possessives 1,שלי
Possessives 1,שלך
Possessives 1,שלך
Possessives 1,שלו
Possessives 1,שלה
Possessives 1,שלנו
Possessives 1,שלכם
Possessives 1,שלכן
Possessives 1,שלהם
Possessives 1,שלהן
Possessives 1,של
Possessives 1,שרה
Possessives 1,אברהם
Possessives 1,שייך
Possessives 1,שייכת
Adjectives 1,קטן
Adjectives 1,גדול
Adjectives 1,חדש
Adjectives 1,ישן
Adjectives 1,חם
Adjectives 1,קר
Adjectives 1,גבוה
Adjectives 1,נמוך
Adjectives 1,קרוב
Adjectives 1,רחוק
Adjectives 1,ארוך
Adjectives 1,קצר
Adjectives 1,איטי
Adjectives 1,מהיר
Adjectives 1,מלא
Adjectives 1,ריק
Adjectives 1,יבש
Adjectives 1,רטוב
Food 2,ארוחה
Food 2,צמחוני
Food 2,תה
Food 2,מזלג
Food 2,סכין
Food 2,כוס
Food 2,מפית
Food 2,כף
Food 2,קערה
Food 2,מבשל
Food 2,צמא
Food 2,כפית
Food 2,תפריט
Food 2,רוטב
Food 2,ירק
Food 2,מסעדה
Food 2,פלפל
Food 2,מתכון
Food 2,דבש
Food 2,מלוח
Food 2,חריף
Food 2,מר
Food 2,מטבח
Food 2,מלפפון
Food 2,אופה
Food 2,גזר
Food 2,ממתק
Food 2,עוגייה
Food 2,אבטיח
Food 2,בוטן
Food 2,בצל
Food 2,ריבה
Food 2,ענב
Food 2,אבוקדו
Food 2,תפוחאדמה
Food 2,משקה
Food 2,דובדבן
Food 2,מסטיק
Food 2,גלידה
Food 2,משקאותחריפים
Food 2,מנגו
Food 2,שום
Food 2,ריח
Food 2,טעם
Food 2,סיר
Food 2,מצרך
Food 2,קמח
Clothing,לובש
Clothing,חולצה
Clothing,נעל
Clothing,חצאית
Clothing,מעיל
Clothing,שמלה
Clothing,נועל
Clothing,מכנסיים
Clothing,חליפה
Clothing,כובע
Clothing,חגורה
Clothing,חובש
Clothing,בגדים
Clothing,משקפיים
Clothing,משקפישמש
Clothing,כפפה
Clothing,טבעת
Clothing,עונד
Clothing,שרשרת
Clothing,שם
Clothing,מרכיב
Clothing,גרב
Clothing,גורב
Clothing,תכשיט
Clothing,גינס
Clothing,בגדיים
Clothing,תחפושת
Clothing,עניבה
Clothing,זקט
Clothing,סוודר
Clothing,צמיד
Clothing,צעיף
Clothing,כיס
Verbs: Present 1,לכתוב
Verbs: Present 1,לשחות
Verbs: Present 1,לשמוע
Verbs: Present 1,לישון
Verbs: Present 1,לגעת
Verbs: Present 1,לומר
Verbs: Present 1,לעשות
Verbs: Present 1,לעבוד
Verbs: Present 1,למצוא
Verbs: Present 1,לתמוך
Verbs: Present 1,לקחת
Verbs: Present 1,לדעת
Verbs: Present 1,לתת
Verbs: Present 1,לקנות
Verbs: Present 1,למכור
Verbs: Present 1,לרשום
Verbs: Present 1,לסגור
Verbs: Present 1,לפתוח
Verbs: Present 1,לכאוב
Verbs: Present 1,לחשוב
Verbs: Present 1,לחזור
Verbs: Present 1,לקרוא
Verbs: Present 1,לשמור
Verbs: Present 1,ללמוד
Verbs: Present 1,לכעוס
Verbs: Present 1,ללכת
Verbs: Present 1,לכלול
Verbs: Present 1,לזכור
Verbs: Present 1,לרוץ
Verbs: Present 1,לעבור
Verbs: Present 1,לשיר
Verbs: Present 1,לנוח
Verbs: Present 1,לעזור
Verbs: Present 1,לשקול
Verbs: Present 1,לעזוב
Verbs: Present 1,לשנוא
Verbs: Present 1,לחתום
Verbs: Present 1,לרקוד
Verbs: Present 1,ליצור
Verbs: Present 1,לעמוד
Verbs: Present 1,לחתוך
Verbs: Present 1,לשבת
Verbs: Present 1,לשכוח
Verbs: Present 1,לגדול
Verbs: Present 1,לשכור
Verbs: Present 1,לצפות
Verbs: Present 1,לצאת
Verbs: Present 1,לבהות
Verbs: Present 1,לשכור
Verbs: Present 1,לשלוח
Verbs: Present 1,לבדוק
Verbs: Present 1,לשבור
Verbs: Present 1,לגנוב
Verbs: Present 1,להפוך
Verbs: Present 1,לברוח
Verbs: Present 1,להכיר
Verbs: Present 1,לענות
Colors,אדום
Colors,כתום
Colors,שחור
Colors,לבן
Colors,כחול
Colors,צהוב
Colors,ירוק
Colors,לצבוע
Colors,צבע
Colors,אפור
Colors,חום
Colors,ורוד
Colors,צבעוני
Colors,סגול
Prepositions 1,ב
Prepositions 1,בי
Prepositions 1,בנו
Prepositions 1,בך
Prepositions 1,בו
Prepositions 1,בה
Prepositions 1,בכןבכם
Prepositions 1,בהםבהן
Prepositions 1,מן
Prepositions 1,ממני
Prepositions 1,מאיתנו
Prepositions 1,ממך
Prepositions 1,ממנו
Prepositions 1,ממנה
Prepositions 1,מכםמכן
Prepositions 1,מהםמהן
Prepositions 1,עם
Prepositions 1,איתי
Prepositions 1,איתנו
Prepositions 1,איתך
Prepositions 1,איתו
Prepositions 1,איתה
Prepositions 1,איתכםאיתכן
Prepositions 1,איתןאיתם
Prepositions 1,בשביל
Prepositions 1,בשבילי
Prepositions 1,בשבילנו
Prepositions 1,בשבילך
Prepositions 1,בשבילו
Prepositions 1,בשבילה
Prepositions 1,בשבילכםבשבילכן
Prepositions 1,בשבילםבשבילן
Prepositions 1,ליד
Prepositions 1,לידי
Prepositions 1,לידנו
Prepositions 1,לידך
Prepositions 1,לידו
Prepositions 1,לידה
Prepositions 1,לידכםלידכן
Prepositions 1,לידםלידן
Prepositions 1,בתוך
Prepositions 1,בתוכי
Prepositions 1,בתוכנו
Prepositions 1,בתוכך
Prepositions 1,בתוכו
Prepositions 1,בתוכה
Prepositions 1,בתוככםבתוככן
Prepositions 1,בתוכםבתוכן
Prepositions 1,נגד
Prepositions 1,נגדי
Prepositions 1,נגדנו
Prepositions 1,נגדך
Prepositions 1,נגדו
Prepositions 1,נגדה
Prepositions 1,נגדכםנגדכן
Prepositions 1,נגדםנגדן
Numbers 1,לספור
Numbers 1,אחת
Numbers 1,אחד
Numbers 1,שתיים
Numbers 1,שניים
Numbers 1,שלוש
Numbers 1,יותר
Numbers 1,שלושה
Numbers 1,ארבע
Numbers 1,ארבעה
Numbers 1,חמש
Numbers 1,חמישה
Numbers 1,פחות
Numbers 1,מדי
Numbers 1,מספר
Numbers 1,שש
Numbers 1,שישה
Numbers 1,שבע
Numbers 1,שבעה
Numbers 1,הרבה
Numbers 1,תשע
Numbers 1,תשעה
Numbers 1,עשר
Numbers 1,עשרה
Numbers 1,אחתעשרה
Numbers 1,אחדעשר
Numbers 1,שתייםעשרה
Numbers 1,שנייםעשר
Numbers 1,שלושעשרה
Numbers 1,שלושהעשר
Numbers 1,ארבעעשרה
Numbers 1,ארבעהעשר
Numbers 1,חמשעשרה
Numbers 1,חמישהעשר
Numbers 1,ששעשרה
Numbers 1,שישהעשר
Numbers 1,שבעעשרה
Numbers 1,שבעהעשר
Numbers 1,שמונהעשרה
Numbers 1,שמונהעשר
Numbers 1,תשעעשרה
Numbers 1,תשעהעשר
Numbers 1,עשרים
Numbers 1,אפס
Questions,מה
Questions,איפה
Questions,איפה
Questions,למה
Questions,כמה
Questions,מי
Questions,מאיפה
Questions,מתי
Questions,תשובה
Questions,איך
Questions,שאלה
Questions,שלמי
Questions,איזה
Questions,באיזה
Questions,איזו
Questions,אתמי
Questions,עםמי
Questions,לאן
Questions,למי
Questions,ממי
Questions,בשבילמה
Questions,אילו
Questions,לשאול
Questions,לענוה
Determiners,הזה
Determiners,האלו
Determiners,כולן
Determiners,האלה
Determiners,הזאת
Determiners,אלה
Determiners,כל
Determiners,כזה
Determiners,אלו
Determiners,כולם
Determiners,שום
Determiners,שוםדבר
Determiners,מלבד
Determiners,אחר
Determiners,משהו
Determiners,כלום
Determiners,שני
Determiners,שתי
Determiners,מישהו
Determiners,דבר
Determiners,אףאחד
Determiners,הכל
Determiners,אותו
Determiners,אותה
Determiners,אותם
Determiners,אותן
Determiners,מספר
Determiners,ככה
Occupation,תלמידהתלמיד
Occupation,רופאהרופא
Occupation,עבודה
Occupation,סופרתסופר
Occupation,מקצוע
Occupation,דוגמניתדוגמן
Occupation,במאיתבמאי
Occupation,קריירה
Occupation,צוות
Occupation,משטרה
Occupation,אמניתאמן
Occupation,מזכירהמזכיר
Occupation,ציירתצייר
Occupation,שופטתשופט
Occupation,עורךדיןעורכתדין
Occupation,פועלתפועל
Occupation,שוטרתשוטר
Occupation,קציןמשטרה
Occupation,לעצור
Occupation,עיתונאיתעיתונאי
Occupation,חיילתחייל
Occupation,קפטן
Occupation,בוסיתבוס
Occupation,שומרתשומר
Occupation,שחקניתשחקן
Occupation,התמחות
Occupation,נהגתנהג
Occupation,טבחיתטבח
Occupation,מלצריתמלצר
Occupation,מהנדסתמהנדס
Occupation,אדריכליתאדריכל
Occupation,איכריתאיכר
Occupation,חקלאיתחקלאי
Conjunctions,ש
Conjunctions,אם
Conjunctions,אבל
Conjunctions,כי
Conjunctions,עדיין
Conjunctions,בזמןש
Conjunctions,מתיש
Conjunctions,גם
Conjunctions,אףעלפיש
Conjunctions,בגלל
Conjunctions,רק
Conjunctions,אז
Conjunctions,כבר
Conjunctions,למרות
Conjunctions,לכן
Conjunctions,חוץמ
Conjunctions,כש
Conjunctions,אחריש
Conjunctions,אך
Conjunctions,לפניש
Conjunctions,אפילו
Conjunctions,אלאאםכן
Conjunctions,אלא
Conjunctions,מהש
Conjunctions,לאןש
Conjunctions,איפהש
Conjunctions,מיש
Prepositions 2,בחוץ
Prepositions 2,מחוץל
Prepositions 2,נמצא
Prepositions 2,בפנים
Prepositions 2,מול
Prepositions 2,אצל
Prepositions 2,בין
Prepositions 2,אל
Prepositions 2,על
Prepositions 2,לפני
Prepositions 2,מאחורי
Prepositions 2,מתחתי
Prepositions 2,מתחתלמים
Prepositions 2,מתחתל
Prepositions 2,מעל
Prepositions 2,בלי
Prepositions 2,בלעדי
Prepositions 2,אחרי
Verbs: Present 2,לבקש
Verbs: Present 2,לשלם
Verbs: Present 2,לפספס
Verbs: Present 2,לשחק
Verbs: Present 2,לספר
Verbs: Present 2,לעצב
Verbs: Present 2,לשנות
Verbs: Present 2,לנסות
Verbs: Present 2,לחפש
Verbs: Present 2,לגדל
Verbs: Present 2,לסמן
Verbs: Present 2,לאחל
Verbs: Present 2,לערבב
Verbs: Present 2,לכבד
Verbs: Present 2,לסדר
Verbs: Present 2,לייבש
Verbs: Present 2,להתייבש
Verbs: Present 2,לחמם
Verbs: Present 2,להתחמם
Verbs: Present 2,לייבא
Verbs: Present 2,למלא
Verbs: Present 2,לקוות
Verbs: Present 2,לבזבז
Verbs: Present 2,לבקר
Verbs: Present 2,לקבל
Verbs: Present 2,לרחם
Verbs: Present 2,לקנא
Verbs: Present 2,לטפס
Verbs: Present 2,לנצח
Verbs: Present 2,לאמן
Verbs: Present 2,להתאמן
Verbs: Present 2,לשקר
Verbs: Present 2,לאחר
Verbs: Present 2,לחכות
Verbs: Present 2,לספק
Verbs: Present 2,לסיים
Verbs: Present 2,לשכנע
Verbs: Present 2,לאבד
Verbs: Present 2,לצלם
Verbs: Present 2,לאמץ
Verbs: Present 2,לפחד
Verbs: Present 2,לאשר
Verbs: Present 2,לגלות
Verbs: Present 2,לגלח
Verbs: Present 2,להתגלח
Verbs: Present 2,לחדש
Verbs: Present 2,לברך
Verbs: Present 2,לתאר
Verbs: Present 2,לתקן
Time,היום
Time,יוםראשון
Time,יוםשני
Time,יוםשלישי
Time,יוםרביעי
Time,זמן
Time,יוםחמישי
Time,יוםשישי
Time,יוםשבת
Time,מחר
Time,אחרהצהריים
Time,כלהזמן
Time,שעה
Time,דקה
Time,שבוע
Time,חודש
Time,שנה
Time,שעבר
Time,אתמול
Time,שניה
Time,בשעה
Time,ינואר
Time,פברואר
Time,בצהריים
Time,הערב
Time,לוחשנה
Time,תאריך
Time,מרץ
Time,אפריל
Time,מאי
Time,יוני
Time,יולי
Time,אוגוסט
Time,ספטמבר
Time,אוקטובר
Time,נובמבר
Time,דצמבר
Time,בא
Time,אביב
Time,חורף
Time,סתיו
Time,קיץ
Time,עונה
Time,חצות
Time,יוםהולדת
Time,תקופה
Time,רגע
Time,מאה
Time,קצת
Time,עשור
Time,עידן
Time,תמיד
Time,אףפעם
Time,מסיבה
Time,גיל
Time,דור
Time,עכשיו
Time,מחרתיים
Time,כיום
Time,שנתיים
Time,עד
Time,חודשיים
Time,שבועיים
Time,יומיים
Time,שעתיים
Time,הווה
Adjectives 2,זקן
Adjectives 2,עייף
Adjectives 2,צעיר
Adjectives 2,רגיל
Adjectives 2,מיוחד
Adjectives 2,אמיתי
Adjectives 2,נקי
Adjectives 2,סגור
Adjectives 2,פתוח
Adjectives 2,חשוב
Adjectives 2,מלוכלך
Adjectives 2,מרכזי
Adjectives 2,עיקרי
Adjectives 2,חזק
Adjectives 2,חלש
Adjectives 2,עני
Adjectives 2,יקר
Adjectives 2,זול
Adjectives 2,עשיר
Adjectives 2,פרטי
Adjectives 2,אפשרי
Adjectives 2,בלתיאפשרי
Adjectives 2,נהדר
Adjectives 2,חי
Adjectives 2,נחמד
Adjectives 2,מצוין
Adjectives 2,הכרחי
Adjectives 2,עצמאי
Adjectives 2,פשוט
Adjectives 2,מגעיל
Adjectives 2,אחראי
Adjectives 2,חופשי
Adjectives 2,מעניין
Adjectives 2,מפורסם
Adjectives 2,שגוי
Adjectives 2,רציני
Adjectives 2,משעמם
Adjectives 2,מושלם
Adjectives 2,נכון
Adjectives 2,שלילי
Adjectives 2,קל
Adjectives 2,קשה
Adjectives 2,יעיל
Adjectives 2,נוח
Adjectives 2,חיובי
Adjectives 2,רזה
Adjectives 2,שמן
Adjectives 2,רב
Adjectives 2,מקצועי
Adjectives 2,צבאי
Adjectives 2,מוכר
Adverbs,שם
Adverbs,פעם
Adverbs,מאוד
Adverbs,עוד
Adverbs,כ
Adverbs,כמו
Adverbs,כאן
Adverbs,די
Adverbs,אךורק
Adverbs,בכלזאת
Adverbs,פעםבכמהזמן
Adverbs,שוב
Adverbs,לעתיםרחוקות
Adverbs,ממש
Adverbs,מפה
Adverbs,לפעמים
Adverbs,באמת
Adverbs,לבד
Adverbs,לפחות
Adverbs,בכלאופן
Adverbs,אחרת
Adverbs,בעיקר
Adverbs,הרחק
Adverbs,כמותמיד
Adverbs,כרגע
Adverbs,אחרכך
Adverbs,בינתיים
Adverbs,בדרךכלל
Adverbs,בקרוב
Adverbs,במשך
Adverbs,מספיק
Adverbs,בהכרח
Adverbs,מאוחר
Adverbs,סוףסוף
Adverbs,כמעט
Adverbs,במיוחד
Adverbs,דרך
Adverbs,בערך
Adverbs,בקלות
Adverbs,בקושי
Adverbs,לגמר
Adverbs,בדיוק
Adverbs,ברור
Adverbs,מיד
Adverbs,דווקא
Adverbs,בכלמקום
Adverbs,באופןכללי
Adverbs,סבירלהניח
Adverbs,מהר
Adverbs,ביחד
Adverbs,באופןעצמאי
Adverbs,לאט
Adverbs,לאחרונה
Adverbs,כלכך
Adverbs,בהחלט
Adverbs,באופןשגוי
Family,אח
Family,אחות
Family,בן
Family,בת
Family,בעל
Family,אישה
Family,שם
Family,שםפרטי
Family,שםמשפחה
Family,משפחה
Family,הורה
Family,סבא
Family,סבתא
Family,נכד
Family,נכדה
Family,חתונה
Family,נישואין
Family,חתן
Family,דודה
Family,דוד
Family,בןדוד
Family,בתדודה
Family,כלה
Family,אחיין
Family,אחיינית
Family,תינוק
Family,חיים
Family,בןבתזוג
Home,מפתח
Home,שולחן
Home,כיסא
Home,בית
Home,ספה
Home,מיטה
Home,שירותים
Home,ביתספר
Home,מזגן
Home,חדר
Home,חלון
Home,לגור
Home,מדרגות
Home,אמבטיה
Home,דירה
Home,דלת
Home,לעבורדירה
Home,לנקות
Home,גג
Home,מנורה
Home,אור
Home,בניין
Home,דוד
Home,צעצוע
Home,קיר
Home,שער
Home,חדרשינה
Home,מרפסת
Home,כלי
Home,מרתף
Home,שטיח
Home,רצפה
Home,מראה
Home,סלון
Home,כתובת
Home,רהיט
Home,מכשיר
Home,כרית
Home,שמיכה
Home,עלייתגג
Home,ארון
Home,וילון
Home,חדראורחים
Home,תקרה
Home,לשטוף
Home,כלים
Home,ברז
Home,כיור
Home,שואבאבק
Home,לשאוב
Home,מכונהכביסה
Home,גינה
Home,כביסה
Home,חצר
Home,חדראוכל
Home,סמרטוט
Home,אשפה
Home,פחאשפה
Home,מקלט
Home,שכןשכנה
Home,מטאטא
Home,מקרר
Home,מעלית
Construct State 1,חדראוכל
Construct State 1,חדרשינה
Construct State 1,חדראורחים
Construct State 1,מיץתפוזים
Construct State 1,בקבוקמים
Construct State 1,בקבוקיין
Construct State 1,עוגתשוקולת
Construct State 1,עוגתגבינה
Construct State 1,ארוחתערב
Construct State 1,ארוחתבוקר
Construct State 1,ארוחתצהריים
Construct State 1,מכונתכביסה
Construct State 1,יוםראשון
Construct State 1,חדריהאורים
Construct State 1,חדריהאוכל
Construct State 1,חדרישיבה
Construct State 1,בקבוקימים
Construct State 1,בקבוקייין
Verbs: Infinitive 1,לשחות
Verbs: Infinitive 1,להיות
Verbs: Infinitive 1,ללכת
Verbs: Infinitive 1,לבשל
Verbs: Infinitive 1,לכתוב
Verbs: Infinitive 1,לראות
Verbs: Infinitive 1,לדבר
Verbs: Infinitive 1,לרוץ
Verbs: Infinitive 1,לתת
Verbs: Infinitive 1,לישון
Verbs: Infinitive 1,לשלם
Verbs: Infinitive 1,לעשות
Verbs: Infinitive 1,לשתות
Verbs: Infinitive 1,לפתוח
Verbs: Infinitive 1,לשמוע
Verbs: Infinitive 1,לסגור
Verbs: Infinitive 1,לשחק
Verbs: Infinitive 1,להגיד
Verbs: Infinitive 1,לגעד
Verbs: Infinitive 1,למצוא
Verbs: Infinitive 1,לומר
Verbs: Infinitive 1,לקבל
Verbs: Infinitive 1,לשים
Verbs: Infinitive 1,לבוא
Verbs: Infinitive 1,לעזור
Verbs: Infinitive 1,לחזור
Verbs: Infinitive 1,לקנות
Verbs: Infinitive 1,לחתוך
Verbs: Infinitive 1,לגור
Verbs: Infinitive 1,לקחת
Verbs: Infinitive 1,להכיל
Verbs: Infinitive 1,לצייר
Verbs: Infinitive 1,לסבול
Verbs: Infinitive 1,למנוע
Verbs: Infinitive 1,לברוח
Weather,שמש
Weather,לזרוח
Weather,לרדתשלג
Weather,לרדתגשם
Weather,ברק
Weather,רעם
Weather,בהיר
Weather,לרדתברד
Weather,מזגאוויר
Weather,לטפטף
Weather,אובך
Weather,סופה
Weather,מעונן
Weather,גשום
Weather,רוח
Weather,טמפרטורה
Weather,ענן
Weather,גלחום
Weather,הוריקן
Weather,טורנדו
Weather,הצפה
Weather,מעלה
Weather,ערפל
Places,ישראל
Places,חוף
Places,לפנות
Places,ימין
Places,שמאל
Places,קדימה
Places,טירה
Places,עיר
Places,שדהתעופה
Places,מדינה
Places,אחורה
Places,רחוב
Places,נכס
Places,כנסייה
Places,לאורך
Places,הביתה
Places,מקום
Places,לתוך
Places,מסגד
Places,פארק
Places,איזור
Places,סופרמרקט
Places,מכולת
Places,מבנה
Places,חנות
Places,ירושלים
Places,משרד
Places,מרכז
Places,מתוך
Places,קרקע
Places,בר
Places,אי
Places,מחוז
Places,בנק
Places,קניון
Places,כפר
Places,עמק
Places,תלאביב
Places,מוזיאון
Places,תחנה
Places,פינה
Places,בכלרחבי
Places,מסלול
Places,שדרה
Places,שכונה
Places,גבול
Places,מגדל
Places,ביתכלא
Places,עיירה
Places,ביתקולנוע
Places,גשר
Places,קהילה
Places,נמל
Places,עירבירתה
Places,ארמון
Places,מזרח
Places,צפון
Places,דרום
Places,מערב
Places,כיכר
Places,גןחיות
Places,שוק
Verbs: Present 3,להראות
Verbs: Present 3,להקשיב
Verbs: Present 3,להכין
Verbs: Present 3,להציע
Verbs: Present 3,להרגיש
Verbs: Present 3,להאזין
Verbs: Present 3,להתחיל
Verbs: Present 3,להצליח
Verbs: Present 3,להסכים
Verbs: Present 3,להודות
Verbs: Present 3,להאמין
Verbs: Present 3,להגיע
Verbs: Present 3,להעביר
Verbs: Present 3,להסביר
Verbs: Present 3,להשיג
Verbs: Present 3,להחזיר
Verbs: Present 3,להחזיק
Verbs: Present 3,להמליץ
Verbs: Present 3,להמשיך
Verbs: Present 3,להניח
Verbs: Present 3,להופיע
Verbs: Present 3,להפיק
Verbs: Present 3,להוסיף
Verbs: Present 3,להגיש
Verbs: Present 3,להזמין
Verbs: Present 3,להעדיף
Verbs: Present 3,להזכיר
Verbs: Present 3,להציג
Verbs: Present 3,להרשות
Verbs: Present 3,להכריז
Verbs: Present 3,להחליט
Verbs: Present 3,להביא
Verbs: Present 3,להחליף
Verbs: Present 3,להכיל
Verbs: Present 3,להעריך
Verbs: Present 3,להבין
Verbs: Present 3,להתאים
People,חברה
People,חבר
People,ידיד
People,ידידה
People,אדם
People,ציבור
People,חבר
People,ועדה
People,אויב
People,כנס
People,תרבות
People,בןאדם
People,קרן
People,אוכלוסייה
People,נוער
People,אנשים
People,נער
People,מערכתיחסים
People,פרט
People,בחור
People,בחורה
People,קורבן
People,אזרח
People,מבוגר
People,זוג
People,בן
People,ישראלי
People,אמריקני
People,אנגלי
People,עם
People,צרפתי
People,אוסטרלי
Numbers 2,שלושת
Numbers 2,חמשת
Numbers 2,שבעת
Numbers 2,ראשון
Numbers 2,שני
Numbers 2,שלישי
Numbers 2,רביעי
Numbers 2,שלושים
Numbers 2,ארבעים
Numbers 2,חמישים
Numbers 2,שישים
Numbers 2,שבעים
Numbers 2,שמונים
Numbers 2,תשעים
Numbers 2,שנותהשבעים
Numbers 2,כמות
Numbers 2,מאה
Numbers 2,מאתיים
Numbers 2,מאות
Numbers 2,אלף
Numbers 2,אלפיים
Numbers 2,אלפים
Numbers 2,מיליון
Numbers 2,מיליארד
Numbers 2,ממוצע
Numbers 2,אחוז
Numbers 2,ברובו
Numbers 2,בסךהכל
Numbers 2,רוב
Numbers 2,חצי
Numbers 2,ועוד
Numbers 2,כפול
Numbers 2,פחות
Numbers 2,חלקי
Numbers 2,שווה
Numbers 2,אחרון
Numbers 2,מינוס
Verbs: Modals,אסור
Verbs: Modals,חייב
Verbs: Modals,יכול
Verbs: Modals,מומלץ
Verbs: Modals,אמור
Verbs: Modals,מותר
Verbs: Modals,עלי
Verbs: Modals,עשוי
Verbs: Modals,אפשר
Verbs: Modals,איאפשר
Education,פתק
Education,מורה
Education,חינוך
Education,קורס
Education,עט
Education,שיעור
Education,ספרייה
Education,עיפרון
Education,דוגמה
Education,שיעוריבית
Education,מבחן
Education,לימוד
Education,כיתה
Education,מצגת
Education,רעיון
Education,מילה
Education,פרק
Education,ידע
Education,סטודנט
Education,אוניברסיטה
Education,הרצאה
Education,פרופסור
Education,תואר
Education,דוקטורט
Education,מרצה
Education,ללמד
Education,היסטוריה
Education,מטרה
Education,לתרגל
Education,משמעות
Education,הכנה
Education,עמוד
Education,מכון
Education,תכנית
Education,ציור
Education,הסבר
Education,קושי
Education,מסמך
Travel,אופניים
Travel,מכונית
Travel,אופנוע
Travel,לרכוב
Travel,אוטובוס
Travel,מזוודה
Travel,לטייל
Travel,חופשה
Travel,רכבת
Travel,רציף
Travel,סירה
Travel,לשוט
Travel,מטוס
Travel,לטוס
Travel,תחנתרכבת
Travel,לנהוג
Travel,ספינה
Travel,להפליג
Travel,מפה
Travel,תיקגב
Travel,מדריך
Travel,לנסועלטייל
Travel,קו
Travel,הרפתקה
Travel,רכב
Travel,תחבורה
Travel,ביקור
Travel,טיסה
Travel,טיול
Travel,צרפת
Travel,ספרד
Travel,יוון
Travel,אנגליה
Travel,גרמניה
Travel,רכבתתחתית
Travel,מסע
Travel,ארץ
Travel,מזרחתיכון
Travel,סין
Travel,עולם
Travel,רוסיה
Travel,ים
Travel,יםתיכון
Travel,מצרים
Travel,תייר
Travel,אסיה
Travel,אמריקה
Travel,אירופה
Travel,יבשת
Travel,מסביבל
Travel,אוסטרליה
Travel,דרכון
Travel,אפריקה
Travel,ביןלאומי
Travel,דלק
Travel,אירופאי
Travel,חול
Verbs: Past,עבר
Verbs: Past,היינו
Verbs: Past,היה
Verbs: Past,הייתי
