Skill,Word
Prepositions 2,בין
Prepositions 2,בינ-
Prepositions 2,אליכן
Prepositions 2,אליה
Prepositions 2,אליי
Prepositions 2,אליך/אלייך
Prepositions 2,אליו
Prepositions 2,אליהם/אליהן
Prepositions 2,אלינו
Prepositions 2,עליהן
Prepositions 2,עליי
Prepositions 2,עליו
Prepositions 2,עלינו
Prepositions 2,עליה
Prepositions 2,עלייך
Prepositions 2,לפני-
Prepositions 2,לפני
Prepositions 2,מאחורי-
Prepositions 2,מאחורי
Prepositions 2,מתחתיו
Prepositions 2,מתחת
Prepositions 2,מעל
Prepositions 2,מעליך
Prepositions 2,בלי
Prepositions 2,בלעדינו
Prepositions 2,אחרֶי
Prepositions 2,אחריו
Possessives 2,ילדו
Possessives 2,אביו
Possessives 2,אמי
Possessives 2,כלבם
Possessives 2,סוס
Possessives 2,ילדתו
Possessives 2,מסעדתנו
Possessives 2,כלבתה
Possessives 2,חולצתו
Possessives 2,שמלתה
Possessives 2,ילדיהם
Possessives 2,כלביהם
Possessives 2,חולצותיהם
Possessives 2,מסעדותיה
Possessives 2,ציפורים
Possessives 2,ילדותיו
Verbs: Present - Pi'el,ממך
Verbs: Present - Pi'el,משלם
Verbs: Present - Pi'el,לפספס
Verbs: Present - Pi'el,לשחק
Verbs: Present - Pi'el,לספר
Verbs: Present - Pi'el,לעצב
Verbs: Present - Pi'el,משנֶה
Verbs: Present - Pi'el,מנסים
Verbs: Present - Pi'el,שהיונה
Verbs: Present - Pi'el,לחפש
Verbs: Present - Pi'el,לגדל
Verbs: Present - Pi'el,לסמן
Verbs: Present - Pi'el,מאחלת
Verbs: Present - Pi'el,מערבבים
Verbs: Present - Pi'el,לכבד
Verbs: Present - Pi'el,מסדרת
Verbs: Present - Pi'el,לייבש
Verbs: Present - Pi'el,מחמם
Verbs: Present - Pi'el,לייבא
Verbs: Present - Pi'el,למלא
Verbs: Present - Pi'el,אפרסקים
Verbs: Present - Pi'el,לבקר
Verbs: Present - Pi'el,לקבל
Verbs: Present - Pi'el,מרחמים
Verbs: Present - Pi'el,לקנא
Verbs: Present - Pi'el,מטפסת
Verbs: Present - Pi'el,לנצח
Verbs: Present - Pi'el,מאמן
Verbs: Present - Pi'el,משקר
Verbs: Present - Pi'el,לאחר
Verbs: Present - Pi'el,מחכָה
Verbs: Present - Pi'el,מספקת
Verbs: Present - Pi'el,לסיים
Verbs: Present - Pi'el,משכנעת
Verbs: Present - Pi'el,מאבדים
Verbs: Present - Pi'el,לצלם
Verbs: Present - Pi'el,לאמץ
Verbs: Present - Pi'el,מפחד
Verbs: Present - Pi'el,לאשר
Verbs: Present - Pi'el,מגלֶה
Verbs: Present - Pi'el,מגלחות
Verbs: Present - Pi'el,לחדש
Verbs: Present - Pi'el,לברך
Verbs: Present - Pi'el,מתארים
Verbs: Present - Pi'el,לתקן
Dates and Time,היום
Dates and Time,יום ראשון
Dates and Time,יום שני
Dates and Time,יום שלישי
Dates and Time,יום רביעי
Dates and Time,זמן
Dates and Time,מחר
Dates and Time,יום שישי
Dates and Time,יום חמישי
Dates and Time,יום שבת
Dates and Time,אחר הצהריים
Dates and Time,שישי
Dates and Time,שעה
Dates and Time,דקה
Dates and Time,השבוע
Dates and Time,חודש
Dates and Time,שנה
Dates and Time,שעברה
Dates and Time,אתמול
Dates and Time,בשניה
Dates and Time,פברואר
Dates and Time,ינואר
Dates and Time,לילה
Dates and Time,בצהריים
Dates and Time,הערב
Dates and Time,לוח שנה
Dates and Time,תאריך
Dates and Time,ביוני
Dates and Time,באפריל
Dates and Time,מרץ
Dates and Time,מאי
Dates and Time,דצמבר
Dates and Time,נובמבר
Dates and Time,אוקטובר
Dates and Time,בספטמבר
Dates and Time,התפוזים
Dates and Time,יולי
Dates and Time,הבאה
Dates and Time,האביב
Dates and Time,חורף
Dates and Time,הסתיו
Dates and Time,קיץ
Dates and Time,העונה
Dates and Time,בחצות
Dates and Time,יום הולדת
Dates and Time,מתקופה
Dates and Time,רגע
Dates and Time,מאה
Dates and Time,קצת
Dates and Time,העשור
Dates and Time,עידן
Dates and Time,תמיד
Dates and Time,אף פעם
Dates and Time,מסיבה
Dates and Time,גיל
Dates and Time,הדור
Dates and Time,עכשיו
Dates and Time,מחרתיים
Dates and Time,כיום
Dates and Time,שנתיים
Dates and Time,עד
Dates and Time,החודשיים
Dates and Time,שבועיים
Dates and Time,יומיים
Dates and Time,בשעתיים
Dates and Time,שלשום
Dates and Time,ההווה
Adjectives 2,עייף
Adjectives 2,רגיל
Adjectives 2,אמיתיים
Adjectives 2,מיוחד
Adjectives 2,זקן
Adjectives 2,צעיר
Adjectives 2,הפתוחה
Adjectives 2,למשאיות
Adjectives 2,נקי
Adjectives 2,מלוכלך
Adjectives 2,חשוב
Adjectives 2,מרכזית
Adjectives 2,זול
Adjectives 2,יקר
Adjectives 2,מהילדה
Adjectives 2,חלשים
Adjectives 2,עני
Adjectives 2,עשיר
Adjectives 2,אפשרי
Adjectives 2,בלתי אפשרי
Adjectives 2,נהדר
Adjectives 2,הפרטית
Adjectives 2,חי
Adjectives 2,נחמד
Adjectives 2,הכרחי
Adjectives 2,עצמאיים
Adjectives 2,אחראי
Adjectives 2,חופשי
Adjectives 2,פשוט
Adjectives 2,מצוין
Adjectives 2,מגעיל
Adjectives 2,מושלם
Adjectives 2,שגויות
Adjectives 2,משעממים
Adjectives 2,בספר
Adjectives 2,רצינית
Adjectives 2,מפורסם
Adjectives 2,נכון
Adjectives 2,שלילי
Adjectives 2,חיובית
Adjectives 2,קשה
Adjectives 2,קלים
Adjectives 2,יעילה
Adjectives 2,נוחים
Adjectives 2,רבות
Adjectives 2,מקצועי
Adjectives 2,צבאי
Adjectives 2,מוּכר
Adjectives 2,רזה
Adjectives 2,שָמן
Adverbs,שם
Adverbs,מאוד
Adverbs,עוד
Adverbs,כמו
Adverbs,כאח
Adverbs,פעמים
Adverbs,כאן
Adverbs,די
Adverbs,פעם ב
Adverbs,אך ורק
Adverbs,לעיתים קרובות
Adverbs,בכל זאת
Adverbs,באמת
Adverbs,שוב
Adverbs,לעיתים רחוקות
Adverbs,פה
Adverbs,לפעמים
Adverbs,ממש
Adverbs,לפחות
Adverbs,כמו תמיד
Adverbs,אחרת
Adverbs,הרחק
Adverbs,בכל אופן
Adverbs,לבד
Adverbs,בעיקר
Adverbs,כרגע
Adverbs,אחר כך
Adverbs,בדרך כלל
Adverbs,מספיק
Adverbs,בקרוב
Adverbs,בינתיים
Adverbs,במשך
Adverbs,כמעט
Adverbs,מאוחר
Adverbs,במיוחד
Adverbs,סוף סוף
Adverbs,לא בהכרח
Adverbs,דרך
Adverbs,בערך
Adverbs,בדיוק
Adverbs,ברור
Adverbs,בקלות
Adverbs,לגמרי
Adverbs,בקושי
Adverbs,לאו דווקא
Adverbs,באופן כללי
Adverbs,סביר להניח
Adverbs,פעמיים
Adverbs,בכל מקום
Adverbs,מיד
Adverbs,ביחד
Adverbs,כל כך
Adverbs,בהחלט
Adverbs,לאט
Adverbs,מהר
Adverbs,לאחרונה
Adverbs,באופן
Family,בן
Family,הבת
Family,ואח
Family,ואחות
Family,אחים
Family,אחיות
Family,משפחה
Family,הורה
Family,בעל
Family,אישה
Family,שם
Family,לכל
Family,שם פרטי
Family,נישואין
Family,סבא
Family,סבתא
Family,נכד
Family,נכדה
Family,חתונה
Family,בן דוד
Family,דודה
Family,בת דודה
Family,דוֹד
Family,כלה
Family,ויפים
Family,בן זוג
Family,בת זוג
Family,האחיין
Family,האחיינית
Family,לתינוקות
Family,חיים
Home Sweet Home,בית
Home Sweet Home,המפתח
Home Sweet Home,מיטה
Home Sweet Home,ספה
Home Sweet Home,כיסא
Home Sweet Home,שולחן
Home Sweet Home,שירותים
Home Sweet Home,לגור
Home Sweet Home,מדרגות
Home Sweet Home,חלון
Home Sweet Home,דירה
Home Sweet Home,הדלתות
Home Sweet Home,האמבטיה
Home Sweet Home,חדר
Home Sweet Home,מזגן
Home Sweet Home,צעצוע
Home Sweet Home,אור
Home Sweet Home,מנורות
Home Sweet Home,הגג
Home Sweet Home,הדוּד
Home Sweet Home,בניין
Home Sweet Home,לנקות
Home Sweet Home,קיר
Home Sweet Home,חדר שינה
Home Sweet Home,המרפסת
Home Sweet Home,המרתף
Home Sweet Home,לעבור
Home Sweet Home,השערים
Home Sweet Home,כלי עבודה
Home Sweet Home,מראה
Home Sweet Home,רהיטים
Home Sweet Home,המכשיר
Home Sweet Home,כתובת
Home Sweet Home,סלון
Home Sweet Home,הרצפה
Home Sweet Home,השטיח
Home Sweet Home,תקרה
Home Sweet Home,עליית גג
Home Sweet Home,חדר אורחים
Home Sweet Home,וילונות
Home Sweet Home,ארון
Home Sweet Home,הכרית
Home Sweet Home,שמיכה
Home Sweet Home,שואב אבק
Home Sweet Home,לשאוב
Home Sweet Home,שוטפת
Home Sweet Home,הכלים
Home Sweet Home,ברז
Home Sweet Home,כיור
Home Sweet Home,הסמרטוט
Home Sweet Home,חדר אוכל
Home Sweet Home,גינה
Home Sweet Home,חצר
Home Sweet Home,הכביסה
Home Sweet Home,מכונת כביסה
Home Sweet Home,השכנים
Home Sweet Home,מקלט
Home Sweet Home,המטאטא
Home Sweet Home,האשפה
Home Sweet Home,המקרר
Home Sweet Home,המעלית
Construct State 1,בקבוק מים
Construct State 1,לאבא
Construct State 1,מיץ תפוזים
Construct State 1,חדר שינה
Construct State 1,חדר אורחים
Construct State 1,חדר אוכל
Construct State 1,עוגת שוקולד
Construct State 1,עוגת גבינה
Construct State 1,מכונת כביסה
Construct State 1,ארוחת בוקר
Construct State 1,ארוחת צהריים
Construct State 1,ארוחת ערב
Construct State 1,בית קפה
Construct State 1,בית ספר
Construct State 1,בית כנסת
Construct State 1,בית מלון
Construct State 1,בית חולים
Construct State 1,בית משפט
Construct State 1,בקבוקי מים
Construct State 1,בקבוקי יין
Construct State 1,חדרי שינה
Construct State 1,חדרי אורחים
Construct State 1,חדרי אוכל
Construct State 1,עוגות שוקולד
Construct State 1,עוגות גבינה
Construct State 1,מכונות כביסה
Construct State 1,ארוחות בוקר
Construct State 1,ארוחות צהריים
Construct State 1,ארוחות ערב
Construct State 1,בתי חולים
Construct State 1,צבעוניים
Construct State 1,בתי קפה
Construct State 1,לכמה
Construct State 1,בתי מלון
Construct State 1,בתי משפט
Infinitives 1,לכתוב
Infinitives 1,ללכת
Infinitives 1,לשחות
Infinitives 1,להיות
Infinitives 1,לראות
Infinitives 1,לבשל
Infinitives 1,לישון
Infinitives 1,לרוץ
Infinitives 1,לשלם
Infinitives 1,לתת
Infinitives 1,לעשות
Infinitives 1,לדבר
Infinitives 1,להגיד
Infinitives 1,לשחק
Infinitives 1,לשתות
Infinitives 1,לסגור
Infinitives 1,לפתוח
Infinitives 1,לשמוע
Infinitives 1,לגעת
Infinitives 1,לומר
Infinitives 1,לשים
Infinitives 1,לקבל
Infinitives 1,למצוא
Infinitives 1,לעזור
Infinitives 1,לבוא
Infinitives 1,לקנות
Infinitives 1,לבקר
Infinitives 1,לעבוד
Infinitives 1,לקחת
Infinitives 1,לדעת
Infinitives 1,לחזור
Infinitives 1,לגור
Infinitives 1,לחתוך
Infinitives 1,לסבול
Infinitives 1,לספור
Infinitives 1,למנוע
Infinitives 1,לצייר
Infinitives 1,להכיל
Infinitives 1,לברוח
Weather,יורד(משקעים)
Weather,גשם
Weather,השלג
Weather,הברק
Weather,הרעם
Weather,שמש
Weather,זורחת
Weather,ברד
Weather,בהיר
Weather,מזג אוויר
Weather,הסופה
Weather,מטפטפת
Weather,אובך
Weather,מעונן
Weather,גשום
Weather,הטמפרטורה
Weather,רוח
Weather,גל חום
Weather,גל קור
Weather,ענן
Weather,ההוריקן
Weather,הטורנדו
Weather,הצפה
Weather,מעלות
Weather,ערפל
Places,בחוף
Places,בית מלון
Places,ישראל
Places,קדימה
Places,לפנות
Places,הימין
Places,שמאל
Places,שדה תעופה
Places,מאחורה
Places,הרחוב
Places,עיר
Places,הטירה
